6.182709967106347904e-06,7.111046910285949707e-01,7.077097892761230469e-01,1.327988284174352884e-04,8.322078501805663109e-04,1.667976728640496731e-03,5.627814098261296749e-04,5.701733243768103421e-06,1.241949235009087715e-06,1.734715551137924194e-01,1.516260802745819092e-01,2.074502408504486084e-02,2.715174295008182526e-02,4.835790768265724182e-02,6.587295234203338623e-02,8.925127238035202026e-02,9.528806060552597046e-02,4.407116174697875977e-01,3.845610022544860840e-01,7.373735904693603516e-01,3.886922597885131836e-01,5.145385861396789551e-03,5.729245021939277649e-03,1.935214153490960598e-03,3.463808214291930199e-03,2.039839178323745728e-01,3.344201541040092707e-04,3.698058426380157471e-03,3.328778082504868507e-03,4.019630607217550278e-03,1.083713024854660034e-03,8.651179377920925617e-04,1.301474422216415405e-01,1.202094485051929951e-03,9.209096431732177734e-02,1.561295837163925171e-01,2.315704710781574249e-02,3.006335906684398651e-02,2.626741304993629456e-02,4.039496998302638531e-04,5.656863213516771793e-04,2.577519975602626801e-03,1.045019947923719883e-03,3.553201258182525635e-02,9.254911541938781738e-01,9.081569910049438477e-01,1.137306541204452515e-01,6.438355892896652222e-02,9.957520663738250732e-02,1.301376968622207642e-01,1.605942998139653355e-06,7.714421371929347515e-06,0.000000000000000000e+00
2.293914349138503894e-06,5.832759197801351547e-04,4.421843041200190783e-04,4.174534678459167480e-01,5.750338435173034668e-01,5.243177413940429688e-01,9.357075323350727558e-04,5.527264875127002597e-06,2.393918975940323435e-06,3.012070991098880768e-02,2.020627819001674652e-02,2.316849231719970703e-01,2.518053352832794189e-01,1.771975681185722351e-02,2.170614302158355713e-01,2.010152935981750488e-01,3.004726767539978027e-02,5.062545463442802429e-02,4.281185567378997803e-02,8.902716636657714844e-02,5.061174184083938599e-02,3.048068471252918243e-02,6.468009948730468750e-02,1.016176771372556686e-03,1.773019204847514629e-03,1.763708144426345825e-01,4.508387064561247826e-04,9.138926863670349121e-03,6.878875661641359329e-03,8.429178968071937561e-03,4.468195838853716850e-04,3.596977912820875645e-04,1.330436114221811295e-02,2.526060305535793304e-02,5.216999724507331848e-02,5.779616162180900574e-02,3.504792228341102600e-02,6.194524466991424561e-02,6.295211613178253174e-03,4.165510108578018844e-05,5.085209384560585022e-03,1.087871007621288300e-02,4.218391142785549164e-03,2.930488996207714081e-02,9.282415509223937988e-01,9.085690975189208984e-01,9.778775274753570557e-02,2.150897309184074402e-02,3.067426979541778564e-01,2.572947740554809570e-01,2.130518396370462142e-06,4.687904493039241061e-06,0.000000000000000000e+00
7.524642455791763496e-07,6.525802891701459885e-03,7.938947528600692749e-03,1.687183976173400879e-01,2.796608507633209229e-01,1.623192876577377319e-01,7.792320102453231812e-04,4.817990884475875646e-06,1.685728307165845763e-06,3.880875930190086365e-02,2.313296124339103699e-02,2.808365821838378906e-01,2.770841121673583984e-01,9.067298769950866699e-01,7.320748991332948208e-04,6.460432778112590313e-04,9.020012021064758301e-01,3.633012995123863220e-02,2.940507978200912476e-02,1.111020669341087341e-01,5.380815267562866211e-02,5.185607448220252991e-02,2.232808247208595276e-02,2.359046973288059235e-02,3.284454718232154846e-02,5.238731950521469116e-02,1.563807309139519930e-04,9.671496809460222721e-05,4.605431167874485254e-04,6.704390048980712891e-03,8.088339120149612427e-02,6.627937406301498413e-02,1.865640468895435333e-02,1.935950858751311898e-04,7.719982266426086426e-01,7.963361740112304688e-01,2.255463739857077599e-03,1.566451415419578552e-02,8.001431822776794434e-03,8.672156400280073285e-05,1.457701670005917549e-03,2.696913667023181915e-03,7.918449700810015202e-04,2.387507073581218719e-02,4.998281970620155334e-02,1.986501216888427734e-01,1.456174701452255249e-01,9.121268987655639648e-01,1.554390192031860352e-01,2.630837261676788330e-01,1.084300947695737705e-05,9.384840268467087299e-06,0.000000000000000000e+00
2.259232314827386290e-05,2.819092273712158203e-01,3.516062796115875244e-01,2.607170026749372482e-03,5.467202980071306229e-03,4.342410247772932053e-03,4.029099945910274982e-04,6.255323796722223051e-07,1.017099521050113253e-06,1.125622019171714783e-01,1.037618890404701233e-01,4.849854111671447754e-02,5.750716477632522583e-02,1.759874634444713593e-02,1.107224598526954651e-01,1.847873032093048096e-01,5.153474584221839905e-02,1.996934711933135986e-01,1.716171354055404663e-01,6.794492602348327637e-01,4.813581705093383789e-01,8.248480968177318573e-03,4.394183866679668427e-03,1.216186501551419497e-04,3.021894954144954681e-03,2.688344568014144897e-02,1.510858874098630622e-05,1.553075504489243031e-03,1.541946083307266235e-02,3.129401430487632751e-02,3.341913688927888870e-03,2.899319166317582130e-03,6.817419489379972219e-05,3.175968769937753677e-03,1.632691011764109135e-03,1.746857538819313049e-03,2.756961286067962646e-01,3.298986554145812988e-01,8.794896712061017752e-05,7.307196938199922442e-05,4.217749536037445068e-01,1.894760131835937500e-01,1.252106726169586182e-01,2.272985130548477173e-02,5.452882051467895508e-01,5.434716939926147461e-01,1.288146898150444031e-02,1.536468509584665298e-02,2.928292611613869667e-03,9.411086328327655792e-03,1.741666295629329397e-07,5.016539034841116518e-06,0.000000000000000000e+00
1.785861059033777565e-06,2.106007933616638184e-02,9.338038042187690735e-03,3.050299733877182007e-02,1.343738138675689697e-01,2.366153001785278320e-01,3.434412356000393629e-04,1.439448624296346679e-06,7.309344027817132883e-07,1.419636756181716919e-01,7.635968178510665894e-02,1.759975403547286987e-01,1.793374121189117432e-01,6.460282206535339355e-02,3.813526034355163574e-02,7.967945188283920288e-02,1.260924339294433594e-01,5.387378484010696411e-02,4.946292936801910400e-02,4.578078389167785645e-01,3.451038002967834473e-01,5.480331834405660629e-03,9.247046895325183868e-03,8.722278871573507786e-04,1.851632405305281281e-04,1.761213317513465881e-02,7.868676912039518356e-04,4.244736628606915474e-04,8.033623918890953064e-03,2.506895223632454872e-03,6.719449447700753808e-05,7.343829929595813155e-05,7.761825341731309891e-03,4.247819073498249054e-03,6.351454555988311768e-02,9.692328423261642456e-02,3.388801217079162598e-02,3.638859838247299194e-02,7.914170622825622559e-03,1.092872116714715958e-04,3.559458069503307343e-03,1.772288605570793152e-02,1.142094144597649574e-03,1.530526299029588699e-02,7.447742819786071777e-01,6.705407500267028809e-01,5.297838244587182999e-03,9.861568920314311981e-03,1.193413510918617249e-01,8.395738899707794189e-02,2.152019305867725052e-06,4.006607014162000269e-06,0.000000000000000000e+00
1.043274733092403039e-05,2.605301514267921448e-02,1.120816078037023544e-02,4.552963189780712128e-03,1.619006991386413574e-01,2.177725136280059814e-01,5.287880194373428822e-04,1.478101330576464534e-05,4.928183443553280085e-06,8.695437759160995483e-02,5.866975709795951843e-02,1.020543742924928665e-02,9.841912426054477692e-03,5.082843452692031860e-02,1.049106940627098083e-01,8.648467063903808594e-02,4.814574867486953735e-02,6.342235803604125977e-01,6.226788759231567383e-01,6.700654625892639160e-01,1.786203384399414062e-01,1.374524272978305817e-02,1.371664647012948990e-02,5.090906284749507904e-03,7.201172411441802979e-05,1.857956405729055405e-03,1.785369007848203182e-03,7.622450357303023338e-05,9.364484809339046478e-03,5.085636861622333527e-03,1.887767165899276733e-01,2.088622599840164185e-01,6.472939625382423401e-03,3.664530595415271819e-05,2.262297868728637695e-01,2.490917742252349854e-01,5.036127939820289612e-02,4.671189561486244202e-02,1.001000311225652695e-02,2.237412147223949432e-03,1.424768380820751190e-02,3.147783223539590836e-03,2.154518105089664459e-02,5.244226008653640747e-02,6.110115647315979004e-01,6.389048099517822266e-01,1.265607178211212158e-01,5.070194602012634277e-01,2.224991284310817719e-02,2.175087481737136841e-02,1.985596463782712817e-05,1.476276975154178217e-05,0.000000000000000000e+00
2.835769919329322875e-06,3.445023298263549805e-02,1.489776838570833206e-02,8.286771178245544434e-02,3.467625007033348083e-02,4.418835043907165527e-02,4.797181463800370693e-05,6.226083542060223408e-07,9.531315185995481443e-07,6.400675326585769653e-02,5.230330675840377808e-02,2.346250973641872406e-02,2.336495183408260345e-02,6.551574915647506714e-02,6.998938322067260742e-02,6.445891410112380981e-02,7.673688232898712158e-02,3.693615198135375977e-01,3.543078899383544922e-01,5.038887858390808105e-01,3.272059261798858643e-01,9.514411911368370056e-03,9.504113346338272095e-03,4.643741704057902098e-04,1.081304159015417099e-03,2.559258835390210152e-03,1.242478356289211661e-05,4.489592101890593767e-04,9.179799817502498627e-03,3.668220946565270424e-03,3.156820079311728477e-03,3.618161194026470184e-03,4.527571436483412981e-04,7.109746220521628857e-04,1.101633650250732899e-03,1.258133677765727043e-03,1.062697023153305054e-01,7.260240614414215088e-02,8.794104214757680893e-04,2.390761073911562562e-04,9.203676134347915649e-03,9.434422478079795837e-03,9.544313885271549225e-03,2.945269225165247917e-03,2.656712532043457031e-01,2.211513370275497437e-01,9.362196922302246094e-02,3.294110000133514404e-01,2.603531756903976202e-04,2.670032845344394445e-04,1.300231474488100503e-06,1.831974486776744016e-06,0.000000000000000000e+00
1.125058133766287938e-05,7.359068989753723145e-01,7.268368005752563477e-01,1.915860229928512126e-05,2.975884359329938889e-03,4.803655669093132019e-03,2.402794925728812814e-04,6.547831503667111974e-07,3.230205493309767917e-06,3.312461674213409424e-01,3.577843010425567627e-01,4.299514591693878174e-01,4.426518082618713379e-01,2.044144570827484131e-01,5.875137820839881897e-02,3.061765991151332855e-02,1.499544233083724976e-01,2.652055025100708008e-02,2.331460826098918915e-02,5.142807960510253906e-01,3.853259384632110596e-01,2.707418752834200859e-03,2.524580573663115501e-03,3.865167091134935617e-04,2.721426426433026791e-04,2.883341163396835327e-03,1.692209043540060520e-04,2.509993501007556915e-04,1.568700075149536133e-01,3.062632121145725250e-02,5.187104688957333565e-04,6.028506322763860226e-04,4.633626667782664299e-04,8.344178088009357452e-03,9.549973183311522007e-04,2.861021319404244423e-03,4.001717269420623779e-01,2.969502806663513184e-01,6.010385695844888687e-04,8.834048639982938766e-05,1.747939363121986389e-02,3.952576592564582825e-02,2.787191048264503479e-02,1.316553540527820587e-02,9.672324657440185547e-01,9.579911828041076660e-01,3.931696712970733643e-02,9.211766719818115234e-02,2.885672450065612793e-02,1.751742325723171234e-02,1.532515511826204602e-06,3.769082695725956000e-06,0.000000000000000000e+00
6.890376425872091204e-06,5.309340953826904297e-01,4.951474070549011230e-01,2.490030892658978701e-04,3.712817328050732613e-03,2.376286080107092857e-03,3.235753392800688744e-04,1.419765794707927853e-06,7.531290293627534993e-07,1.526574641466140747e-01,9.236421436071395874e-02,1.699226349592208862e-01,1.720300912857055664e-01,2.192952297627925873e-02,1.296867132186889648e-01,1.446483135223388672e-01,4.488658905029296875e-02,5.438876897096633911e-02,4.812260344624519348e-02,4.911963343620300293e-01,3.755128383636474609e-01,4.188987426459789276e-03,4.309448413550853729e-03,1.053185318596661091e-03,4.251189238857477903e-04,1.627191714942455292e-02,1.132962643168866634e-04,1.103005022741854191e-03,1.768310321494936943e-03,4.047566559165716171e-03,1.662796176970005035e-02,1.265252288430929184e-02,1.265347818844020367e-03,2.403686085017398000e-04,9.881022386252880096e-03,1.154372282326221466e-02,3.389503806829452515e-02,3.921914473176002502e-02,1.036462723277509212e-03,5.543141742236912251e-04,1.509205158799886703e-02,1.603702269494533539e-02,1.107848994433879852e-02,3.371291235089302063e-02,4.187529087066650391e-01,3.979976773262023926e-01,1.762403100728988647e-01,1.892266869544982910e-01,1.267737746238708496e-01,1.767900735139846802e-01,6.392486397999164183e-07,3.713360683832434006e-06,0.000000000000000000e+00
6.709939498250605538e-06,2.964810132980346680e-01,2.292999923229217529e-01,4.127959255129098892e-03,2.197328954935073853e-02,1.372938696295022964e-02,2.687999745830893517e-03,4.006106337328674272e-06,6.115827545727370307e-06,4.704747796058654785e-01,3.782188594341278076e-01,8.222904056310653687e-02,1.103890687227249146e-01,3.342304229736328125e-01,3.249144926667213440e-02,1.847341842949390411e-02,2.715703248977661133e-01,2.537296712398529053e-01,2.148230522871017456e-01,7.722531557083129883e-01,6.372895240783691406e-01,3.258093493059277534e-03,2.193070016801357269e-03,1.811580359935760498e-02,4.487857595086097717e-02,2.488241940736770630e-01,2.840891247615218163e-04,1.704723923467099667e-03,1.846843212842941284e-02,5.217609182000160217e-02,8.570631034672260284e-04,7.766155758872628212e-04,2.829056791961193085e-02,3.333277418278157711e-04,8.183199167251586914e-01,8.631098270416259766e-01,1.243788450956344604e-01,2.972284257411956787e-01,4.114477778784930706e-04,6.517961155623197556e-04,9.913122048601508141e-04,3.731666132807731628e-02,3.989675024058669806e-04,2.007618313655257225e-03,9.819842576980590820e-01,9.885721802711486816e-01,3.365240991115570068e-01,7.163853049278259277e-01,1.139527559280395508e-01,1.420641094446182251e-01,4.748753326566657051e-06,1.705658360151574016e-05,0.000000000000000000e+00
